员工编号,年龄,性别,婚姻状况,婚姻状况编码,学历,学历编码,专业,是否成年,部门,岗位,职级,出差频率,出差频率编码,离家距离,是否加班,是否加班编码,标准工时,年度培训次数,总工龄,本企业工龄,现岗年限,晋升间隔,与现任经理共事年限,跳槽次数,月收入,时薪,日薪,月薪,调薪幅度,股权激励等级,股权激励等级编码,环境满意,环境满意编码,人际关系满意,人际关系满意编码,工作满意,工作满意编码,敬业度,敬业度编码,工作与生活平衡,工作与生活平衡编码,绩效评级,绩效评级编码,是否离职,是否离职编码,员工计数
1523,44,男,已婚,1,本科,3,生命科学,是,研发部,研究总监,4,偶尔出差,0,28,否,0,80,1,24,20,6,14,17,3,16328,32,136,22074,0.13,低级,1,非常高,4,高,3,低,1,高,3,最好,4,优秀,3,否,0,1
1525,39,女,单身,0,本科,3,生命科学,是,研发部,制造总监,3,偶尔出差,0,6,否,0,80,3,9,2,0,2,2,4,8376,32,1089,9150,0.18,无,0,中,2,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
1527,46,女,已婚,1,本科,3,生命科学,是,销售部,经理,4,偶尔出差,0,3,否,0,80,2,23,13,12,5,1,8,16606,51,228,11380,0.12,低级,1,高,3,非常高,4,中,2,高,3,最好,4,优秀,3,否,0,1
1529,35,女,单身,0,本科,3,生命科学,是,研发部,医疗代表,3,偶尔出差,0,16,否,0,80,3,11,11,8,3,3,1,8606,91,1029,21195,0.19,无,0,非常高,4,非常高,4,中,2,中,2,差,1,优秀,3,否,0,1
1533,23,男,单身,0,大专以下,1,生命科学,是,研发部,实验室技术员,2,偶尔出差,0,20,否,0,80,2,5,4,3,1,2,0,2272,97,507,24812,0.14,无,0,低,1,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
1534,40,男,单身,0,硕士,4,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,9,否,0,80,3,15,5,4,1,0,3,2018,86,676,21831,0.14,无,0,非常高,4,中,2,低,1,高,3,差,1,优秀,3,是,1,1
1535,34,男,已婚,1,本科,3,工程技术,是,销售部,销售主管,3,偶尔出差,0,1,是,1,80,3,10,10,9,8,6,1,7083,64,971,12288,0.14,无,0,非常高,4,非常高,4,高,3,中,2,更好,3,优秀,3,否,0,1
1537,31,女,单身,0,本科,3,生命科学,是,研发部,研究科学家,1,频繁出差,1,3,否,0,80,2,7,7,2,7,7,1,4084,33,561,4156,0.12,无,0,非常高,4,低,1,高,3,高,3,差,1,优秀,3,是,1,1
1539,50,男,单身,0,博士,5,医学,是,研发部,研究总监,4,频繁出差,1,22,是,1,80,2,32,32,6,13,9,1,14411,88,333,24450,0.13,无,0,高,3,非常高,4,非常高,4,低,1,更好,3,优秀,3,否,0,1
1541,34,男,已婚,1,大专,2,工程技术,是,销售部,销售代表,1,偶尔出差,0,7,是,1,80,4,12,11,10,5,7,0,2308,55,1440,4944,0.25,低级,1,中,2,中,2,高,3,高,3,更好,3,杰出,4,否,0,1
1542,42,男,已婚,1,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,2,否,0,80,3,4,1,0,0,0,4,4841,68,1210,24052,0.14,低级,1,高,3,中,2,中,2,中,2,更好,3,优秀,3,否,0,1
1543,37,男,已婚,1,本科,3,医学,是,研发部,研究科学家,2,偶尔出差,0,13,否,0,80,2,10,10,8,3,7,1,4285,47,674,3031,0.17,无,0,低,1,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
1544,29,女,已婚,1,大专以下,1,其他,是,研发部,医疗代表,2,偶尔出差,0,8,否,0,80,3,9,7,7,0,7,3,9715,39,441,7288,0.13,低级,1,高,3,高,3,低,1,低,1,更好,3,优秀,3,否,0,1
1545,33,男,单身,0,本科,3,生命科学,是,研发部,制造总监,2,偶尔出差,0,25,否,0,80,2,5,5,3,0,2,1,4320,44,575,24152,0.13,无,0,非常高,4,非常高,4,中,2,中,2,更好,3,优秀,3,否,0,1
1546,45,男,已婚,1,本科,3,工程技术,是,研发部,研究科学家,1,偶尔出差,0,28,否,0,80,3,8,5,4,0,3,4,2132,97,950,4585,0.2,低级,1,非常高,4,非常高,4,非常高,4,高,3,更好,3,杰出,4,否,0,1
1547,42,男,已婚,1,本科,3,生命科学,是,研发部,医疗代表,3,频繁出差,1,2,是,1,80,3,24,20,8,13,9,2,10124,40,288,18611,0.14,低级,1,非常高,4,高,3,非常高,4,高,3,差,1,优秀,3,否,0,1
1548,40,男,已婚,1,大专,2,医学,是,销售部,销售主管,2,偶尔出差,0,9,否,0,80,5,9,8,4,7,1,0,5473,47,1342,19345,0.12,无,0,低,1,非常高,4,低,1,高,3,最好,4,优秀,3,否,0,1
1549,33,男,已婚,1,硕士,4,生命科学,是,研发部,实验室技术员,2,偶尔出差,0,28,是,1,80,3,15,15,14,5,7,1,5207,79,589,22949,0.12,低级,1,中,2,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
1550,40,男,单身,0,大专,2,医学,是,人力资源部,经理,4,偶尔出差,0,6,是,1,80,2,21,21,7,7,7,1,16437,38,898,17381,0.21,无,0,高,3,非常高,4,非常高,4,高,3,更好,3,杰出,4,否,0,1
1551,24,男,离异,2,大专,2,工程技术,是,研发部,实验室技术员,1,偶尔出差,0,21,否,0,80,3,2,1,1,0,0,0,2296,57,350,10036,0.14,高级,3,高,3,中,2,低,1,中,2,更好,3,优秀,3,否,0,1
1552,40,男,离异,2,大专,2,生命科学,是,研发部,医疗代表,2,不出差,2,8,是,1,80,2,8,2,2,2,2,3,4069,72,1142,8841,0.18,无,0,非常高,4,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
1553,45,男,离异,2,硕士,4,工程技术,是,研发部,医疗代表,3,偶尔出差,0,1,否,0,80,4,10,10,8,7,7,1,7441,66,538,20933,0.12,高级,3,低,1,低,1,中,2,高,3,更好,3,优秀,3,否,0,1
1554,35,女,已婚,1,硕士,4,生命科学,是,销售部,销售代表,1,偶尔出差,0,28,否,0,80,5,6,5,3,4,2,0,2430,98,1402,26204,0.23,中级,2,中,2,低,1,高,3,中,2,更好,3,杰出,4,否,0,1
1555,32,女,已婚,1,大专,2,生命科学,是,研发部,研究科学家,2,偶尔出差,0,5,否,0,80,2,12,7,1,2,5,3,5878,67,824,15624,0.12,低级,1,非常高,4,低,1,中,2,中,2,更好,3,优秀,3,否,0,1
1556,36,男,单身,0,硕士,4,生命科学,是,销售部,销售代表,1,偶尔出差,0,2,是,1,80,3,7,3,2,1,2,3,2644,70,1157,17001,0.21,无,0,高,3,非常高,4,非常高,4,高,3,好,2,杰出,4,否,0,1
1557,48,女,离异,2,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,16,否,0,80,2,18,8,7,7,7,8,6439,96,492,13693,0.14,低级,1,高,3,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1558,29,男,已婚,1,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,9,否,0,80,2,5,1,0,0,0,6,2451,91,598,22376,0.18,中级,2,高,3,低,1,高,3,非常高,4,好,2,优秀,3,否,0,1
1560,33,男,已婚,1,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,8,否,0,80,6,8,2,2,2,2,2,6392,46,1242,10589,0.13,低级,1,低,1,非常高,4,低,1,高,3,差,1,优秀,3,否,0,1
1562,30,男,已婚,1,本科,3,生命科学,是,销售部,销售主管,2,偶尔出差,0,1,否,0,80,4,10,10,8,6,7,1,9714,64,740,5323,0.11,低级,1,中,2,非常高,4,低,1,中,2,更好,3,优秀,3,是,1,1
1563,38,男,已婚,1,硕士,4,人力资源,是,人力资源部,人力资源专员,2,频繁出差,1,10,否,0,80,2,10,6,3,1,2,3,6077,71,888,14814,0.11,无,0,高,3,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1564,35,男,单身,0,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,1,否,0,80,3,3,3,0,1,2,1,2450,68,992,21731,0.19,无,0,非常高,4,中,2,低,1,中,2,更好,3,优秀,3,否,0,1
1568,30,男,已婚,1,硕士,4,工程技术,是,销售部,销售主管,3,偶尔出差,0,29,否,0,80,3,9,4,2,1,3,3,9250,33,1288,17799,0.12,低级,1,高,3,中,2,中,2,高,3,更好,3,优秀,3,否,0,1
1569,35,女,离异,2,本科,3,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,2,是,1,80,2,1,1,0,0,0,1,2074,69,104,26619,0.12,低级,1,低,1,非常高,4,低,1,高,3,更好,3,优秀,3,是,1,1
1572,53,女,已婚,1,博士,5,工程技术,是,研发部,制造总监,3,偶尔出差,0,2,否,0,80,4,34,33,7,1,9,0,10169,78,607,14618,0.16,低级,1,高,3,中,2,非常高,4,中,2,更好,3,优秀,3,是,1,1
1573,38,男,已婚,1,本科,3,医学,是,研发部,制造总监,2,偶尔出差,0,2,否,0,80,2,7,5,2,1,4,4,4855,81,903,7653,0.11,中级,2,高,3,低,1,中,2,高,3,更好,3,优秀,3,是,1,1
1574,32,男,已婚,1,硕士,4,工程技术,是,研发部,研究科学家,2,不出差,2,1,否,0,80,3,9,6,5,1,2,4,4087,62,1200,25174,0.14,低级,1,非常高,4,中,2,低,1,高,3,好,2,优秀,3,否,0,1
1576,48,女,已婚,1,硕士,4,其他,是,研发部,研究科学家,1,偶尔出差,0,15,否,0,80,3,10,8,2,7,6,8,2367,65,1108,16530,0.12,低级,1,高,3,非常高,4,低,1,高,3,好,2,优秀,3,否,0,1
1577,34,男,单身,0,硕士,4,医学,是,研发部,研究科学家,1,偶尔出差,0,7,否,0,80,4,1,1,0,0,0,1,2972,35,479,22061,0.13,无,0,低,1,高,3,非常高,4,高,3,差,1,优秀,3,否,0,1
1578,55,男,已婚,1,博士,5,市场营销,是,销售部,经理,5,偶尔出差,0,26,否,0,80,3,36,36,6,2,13,1,19586,60,685,23037,0.21,低级,1,高,3,高,3,非常高,4,中,2,更好,3,杰出,4,否,0,1
1580,34,男,已婚,1,硕士,4,生命科学,是,研发部,研究科学家,2,偶尔出差,0,1,否,0,80,3,9,2,2,2,1,9,5484,45,1351,13008,0.17,低级,1,中,2,中,2,非常高,4,高,3,好,2,优秀,3,否,0,1
1581,26,女,已婚,1,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,3,否,0,80,5,1,1,0,0,0,1,2061,89,474,11133,0.21,无,0,低,1,低,1,非常高,4,高,3,更好,3,杰出,4,否,0,1
1582,38,男,已婚,1,本科,3,生命科学,是,销售部,销售主管,2,偶尔出差,0,14,否,0,80,3,10,9,8,7,7,0,9924,80,1245,12355,0.11,低级,1,高,3,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
1583,38,女,单身,0,本科,3,生命科学,是,销售部,销售主管,2,偶尔出差,0,16,否,0,80,5,8,3,2,1,2,2,4198,90,437,16379,0.12,无,0,中,2,中,2,中,2,高,3,最好,4,优秀,3,否,0,1
1585,36,女,单身,0,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,1,否,0,80,5,15,1,0,0,0,6,6815,73,884,21447,0.13,无,0,中,2,低,1,高,3,高,3,更好,3,优秀,3,否,0,1
1586,29,男,单身,0,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,3,是,1,80,3,10,10,9,1,5,1,4723,87,1370,16213,0.18,无,0,中,2,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
1587,35,女,单身,0,硕士,4,医学,是,研发部,医疗代表,2,偶尔出差,0,10,是,1,80,4,10,5,2,0,4,3,6142,51,670,4223,0.16,无,0,低,1,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1588,39,男,已婚,1,本科,3,医学,是,销售部,销售主管,3,偶尔出差,0,6,否,0,80,3,11,7,6,7,6,2,8237,38,1462,4658,0.11,低级,1,非常高,4,低,1,高,3,非常高,4,更好,3,优秀,3,否,0,1
1590,29,男,离异,2,大专以下,1,生命科学,是,研发部,医疗代表,2,频繁出差,1,2,否,0,80,0,6,6,4,1,3,1,8853,87,995,24483,0.19,低级,1,低,1,非常高,4,非常高,4,高,3,最好,4,优秀,3,否,0,1
1591,50,男,已婚,1,本科,3,市场营销,是,销售部,经理,5,偶尔出差,0,9,是,1,80,2,27,1,0,0,0,4,19331,59,264,19519,0.16,低级,1,高,3,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1592,23,男,已婚,1,本科,3,工程技术,是,研发部,研究科学家,1,偶尔出差,0,10,否,0,80,2,4,2,2,2,2,2,2073,45,977,12826,0.16,低级,1,非常高,4,非常高,4,高,3,非常高,4,更好,3,优秀,3,否,0,1
1594,36,男,已婚,1,硕士,4,生命科学,是,研发部,实验室技术员,2,频繁出差,1,6,是,1,80,3,9,3,2,0,2,3,5562,80,1302,19711,0.13,低级,1,低,1,非常高,4,低,1,非常高,4,更好,3,优秀,3,否,0,1
1595,42,男,单身,0,大专,2,其他,是,研发部,经理,5,偶尔出差,0,9,否,0,80,2,24,1,0,0,1,8,19613,93,1059,26362,0.22,无,0,非常高,4,非常高,4,非常高,4,中,2,更好,3,杰出,4,否,0,1
1596,35,男,已婚,1,本科,3,生命科学,是,研发部,实验室技术员,2,偶尔出差,0,28,否,0,80,3,10,10,9,6,8,1,3407,46,750,25348,0.17,中级,2,中,2,非常高,4,高,3,非常高,4,好,2,优秀,3,否,0,1
1597,34,男,已婚,1,硕士,4,工程技术,是,研发部,医疗代表,2,频繁出差,1,10,否,0,80,3,8,8,2,7,7,1,5063,92,653,15332,0.14,低级,1,非常高,4,中,2,高,3,中,2,好,2,优秀,3,否,0,1
1598,40,女,已婚,1,大专,2,生命科学,是,销售部,销售主管,2,偶尔出差,0,14,否,0,80,2,5,5,4,1,2,1,4639,84,118,11262,0.15,低级,1,非常高,4,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
1599,43,男,离异,2,本科,3,工程技术,是,研发部,实验室技术员,1,偶尔出差,0,27,否,0,80,0,8,6,4,0,2,5,4876,87,990,5855,0.12,低级,1,非常高,4,高,3,中,2,非常高,4,更好,3,优秀,3,否,0,1
1601,35,男,已婚,1,大专,2,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,7,否,0,80,5,1,1,0,0,1,1,2690,63,1349,7713,0.18,低级,1,高,3,非常高,4,非常高,4,中,2,好,2,优秀,3,否,0,1
1602,46,男,单身,0,硕士,4,生命科学,是,销售部,经理,4,偶尔出差,0,1,否,0,80,5,27,26,0,0,12,1,17567,56,563,3156,0.15,无,0,非常高,4,中,2,低,1,非常高,4,差,1,优秀,3,否,0,1
1604,28,男,已婚,1,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,24,是,1,80,3,1,1,1,0,0,1,2408,51,329,7324,0.17,高级,3,高,3,高,3,中,2,高,3,更好,3,优秀,3,是,1,1
1605,22,女,已婚,1,大专,2,其他,是,研发部,研究科学家,1,不出差,2,26,是,1,80,2,4,4,2,1,3,1,2814,85,457,10293,0.14,无,0,中,2,中,2,高,3,中,2,好,2,优秀,3,否,0,1
1606,50,男,已婚,1,博士,5,医学,是,研发部,医疗代表,4,频繁出差,1,20,是,1,80,3,32,30,8,12,13,2,11245,41,1234,20689,0.15,低级,1,中,2,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1607,32,女,已婚,1,硕士,4,其他,是,研发部,研究科学家,1,偶尔出差,0,5,否,0,80,3,6,3,2,0,2,3,3312,35,634,18783,0.17,中级,2,中,2,非常高,4,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1608,44,女,离异,2,本科,3,医学,是,研发部,研究总监,5,偶尔出差,0,7,是,1,80,4,23,22,7,1,10,0,19049,31,1313,3549,0.14,低级,1,中,2,非常高,4,非常高,4,高,3,好,2,优秀,3,否,0,1
1609,30,男,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,7,否,0,80,3,6,6,4,1,1,1,2141,48,241,5348,0.12,低级,1,中,2,中,2,中,2,中,2,好,2,优秀,3,否,0,1
1611,45,女,单身,0,博士,5,医学,是,研发部,实验室技术员,2,偶尔出差,0,5,是,1,80,3,10,10,7,1,4,1,5769,50,1015,23447,0.14,无,0,高,3,低,1,低,1,低,1,更好,3,优秀,3,否,0,1
1612,45,男,已婚,1,本科,3,市场营销,是,销售部,销售主管,2,不出差,2,26,否,0,80,2,10,10,7,4,5,1,4385,52,336,24162,0.15,低级,1,低,1,低,1,低,1,中,2,更好,3,优秀,3,否,0,1
1613,31,男,单身,0,硕士,4,其他,是,销售部,销售主管,2,频繁出差,1,2,否,0,80,3,10,5,2,0,3,7,5332,54,715,21602,0.13,无,0,非常高,4,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
1614,36,女,已婚,1,硕士,4,生命科学,是,研发部,制造总监,2,偶尔出差,0,12,是,1,80,2,7,3,2,1,1,9,4663,76,559,12421,0.12,中级,2,高,3,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
1615,34,男,离异,2,硕士,4,生命科学,是,研发部,制造总监,2,频繁出差,1,10,否,0,80,3,9,9,7,7,2,1,4724,42,426,17000,0.13,低级,1,高,3,低,1,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1617,49,女,已婚,1,硕士,4,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,25,否,0,80,3,10,9,6,1,4,1,3211,84,722,22102,0.14,低级,1,高,3,非常高,4,低,1,高,3,好,2,优秀,3,否,0,1
1618,39,男,已婚,1,博士,5,医学,是,研发部,制造总监,2,偶尔出差,0,10,否,0,80,3,10,7,7,7,7,2,5377,76,1387,3835,0.13,高级,3,中,2,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
1619,27,男,离异,2,本科,3,其他,是,研发部,实验室技术员,1,偶尔出差,0,19,否,0,80,3,7,7,7,0,7,1,4066,67,1302,16290,0.11,中级,2,非常高,4,低,1,低,1,中,2,更好,3,优秀,3,否,0,1
1621,35,男,已婚,1,博士,5,生命科学,是,研发部,研究科学家,2,偶尔出差,0,18,否,0,80,2,16,16,15,1,10,1,5208,48,819,26312,0.11,无,0,中,2,非常高,4,低,1,非常高,4,更好,3,优秀,3,否,0,1
1622,28,女,离异,2,本科,3,医学,是,研发部,制造总监,2,偶尔出差,0,27,否,0,80,5,6,5,3,0,0,0,4877,39,580,20460,0.21,低级,1,中,2,中,2,低,1,低,1,好,2,杰出,4,否,0,1
1623,21,男,单身,0,大专以下,1,医学,是,研发部,研究科学家,1,偶尔出差,0,5,否,0,80,2,3,2,2,2,2,1,3117,97,546,26009,0.18,无,0,高,3,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
1624,18,女,单身,0,大专,2,医学,是,销售部,销售代表,1,频繁出差,1,3,是,1,80,2,0,0,0,0,0,1,1569,70,544,18420,0.12,无,0,中,2,高,3,非常高,4,高,3,最好,4,优秀,3,是,1,1
1625,47,女,已婚,1,硕士,4,生命科学,是,人力资源部,经理,5,偶尔出差,0,26,否,0,80,2,27,5,2,1,0,3,19658,98,1176,5220,0.11,低级,1,非常高,4,高,3,高,3,高,3,更好,3,优秀,3,否,0,1
1627,39,男,离异,2,大专,2,医学,是,研发部,实验室技术员,2,偶尔出差,0,3,否,0,80,3,11,10,8,0,7,0,3069,76,170,10302,0.15,低级,1,高,3,非常高,4,高,3,中,2,更好,3,优秀,3,否,0,1
1628,40,女,已婚,1,本科,3,生命科学,是,研发部,制造总监,3,偶尔出差,0,15,否,0,80,2,18,18,15,14,12,1,10435,80,884,25800,0.13,中级,2,低,1,非常高,4,高,3,中,2,更好,3,优秀,3,否,0,1
1630,35,女,已婚,1,硕士,4,生命科学,是,研发部,医疗代表,2,不出差,2,8,否,0,80,5,15,14,11,2,9,1,4148,52,208,12250,0.12,低级,1,高,3,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
1631,37,男,已婚,1,本科,3,生命科学,是,研发部,制造总监,2,偶尔出差,0,19,否,0,80,2,9,4,3,0,2,3,5768,85,671,26493,0.17,高级,3,高,3,低,1,高,3,高,3,好,2,优秀,3,否,0,1
1633,39,女,单身,0,本科,3,医学,是,研发部,制造总监,2,频繁出差,1,4,否,0,80,2,10,9,2,3,8,0,5042,81,711,3140,0.13,无,0,低,1,非常高,4,高,3,高,3,差,1,优秀,3,否,0,1
1635,45,女,离异,2,大专,2,其他,是,研发部,制造总监,2,偶尔出差,0,2,否,0,80,3,10,10,7,3,9,1,5770,59,1329,5388,0.19,中级,2,非常高,4,低,1,非常高,4,中,2,更好,3,优秀,3,否,0,1
1638,38,女,已婚,1,大专,2,医学,是,研发部,制造总监,3,偶尔出差,0,2,是,1,80,6,10,5,4,0,2,3,7756,54,397,14199,0.19,低级,1,非常高,4,非常高,4,高,3,中,2,最好,4,优秀,3,否,0,1
1639,35,男,已婚,1,本科,3,医学,是,销售部,销售主管,3,偶尔出差,0,10,否,0,80,3,15,13,12,6,0,9,10306,55,737,21530,0.17,无,0,非常高,4,高,3,低,1,中,2,更好,3,优秀,3,是,1,1
1640,37,女,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,10,否,0,80,2,8,8,4,7,7,1,3936,71,1470,9953,0.11,低级,1,中,2,低,1,中,2,高,3,差,1,优秀,3,否,0,1
1641,40,女,单身,0,本科,3,生命科学,是,研发部,制造总监,3,偶尔出差,0,16,是,1,80,2,18,4,2,3,3,6,7945,84,448,19948,0.15,无,0,高,3,非常高,4,非常高,4,高,3,好,2,优秀,3,否,0,1
1642,44,男,已婚,1,博士,5,人力资源,是,人力资源部,人力资源专员,2,频繁出差,1,1,是,1,80,3,14,10,7,0,2,4,5743,37,602,10503,0.11,无,0,低,1,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
1644,48,男,已婚,1,博士,5,医学,是,研发部,经理,4,频繁出差,1,4,否,0,80,3,23,2,2,2,2,2,15202,89,365,5602,0.25,低级,1,高,3,中,2,非常高,4,中,2,更好,3,杰出,4,否,0,1
1645,35,男,离异,2,大专,2,医学,是,销售部,销售主管,2,偶尔出差,0,15,是,1,80,2,7,2,2,2,2,6,5440,59,763,22098,0.14,中级,2,低,1,非常高,4,非常高,4,低,1,好,2,优秀,3,是,1,1
1646,24,女,单身,0,大专以下,1,工程技术,是,研发部,研究科学家,1,频繁出差,1,2,是,1,80,2,6,6,3,1,3,1,3760,32,567,17218,0.13,无,0,低,1,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
1647,27,女,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,8,否,0,80,0,5,3,2,0,2,7,3517,86,486,22490,0.17,无,0,中,2,低,1,高,3,非常高,4,更好,3,优秀,3,否,0,1
1648,27,男,单身,0,本科,3,医学,是,研发部,研究科学家,1,频繁出差,1,2,否,0,80,0,6,4,2,1,2,2,2580,87,591,6297,0.13,无,0,非常高,4,高,3,非常高,4,高,3,好,2,优秀,3,否,0,1
1649,40,男,单身,0,本科,3,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,7,是,1,80,3,10,4,2,0,3,3,2166,73,1329,3339,0.14,无,0,低,1,中,2,低,1,高,3,差,1,优秀,3,是,1,1
1650,29,男,单身,0,本科,3,医学,是,销售部,销售主管,2,偶尔出差,0,10,否,0,80,2,8,5,2,1,4,9,5869,42,469,23413,0.11,无,0,高,3,高,3,高,3,中,2,更好,3,优秀,3,否,0,1
1651,36,女,已婚,1,硕士,4,生命科学,是,研发部,医疗代表,3,偶尔出差,0,5,否,0,80,6,9,3,2,0,2,4,8008,42,711,22792,0.12,中级,2,中,2,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
1653,25,男,离异,2,大专以下,1,生命科学,是,研发部,制造总监,2,频繁出差,1,2,否,0,80,6,7,7,7,0,7,1,5206,77,772,4973,0.17,中级,2,非常高,4,高,3,高,3,非常高,4,更好,3,优秀,3,否,0,1
1654,39,男,已婚,1,本科,3,医学,是,研发部,制造总监,2,偶尔出差,0,12,否,0,80,3,7,5,4,1,0,4,5295,66,492,7693,0.21,无,0,非常高,4,高,3,中,2,高,3,更好,3,杰出,4,否,0,1
1655,49,女,已婚,1,硕士,4,其他,是,研发部,研究总监,4,偶尔出差,0,22,否,0,80,2,27,4,2,1,2,3,16413,72,301,3498,0.16,中级,2,低,1,中,2,中,2,高,3,更好,3,优秀,3,否,0,1
1656,50,女,离异,2,博士,5,生命科学,是,研发部,研究总监,3,偶尔出差,0,17,否,0,80,3,19,14,11,1,11,5,13269,50,813,21981,0.15,高级,3,非常高,4,高,3,低,1,中,2,更好,3,优秀,3,否,0,1
1657,20,女,单身,0,本科,3,医学,是,销售部,销售代表,1,偶尔出差,0,2,否,0,80,3,2,2,2,2,2,1,2783,31,1141,13251,0.19,无,0,高,3,低,1,高,3,高,3,更好,3,优秀,3,否,0,1
1658,34,女,离异,2,本科,3,生命科学,是,研发部,研究科学家,2,偶尔出差,0,3,否,0,80,2,11,11,8,7,9,1,5433,66,1130,19332,0.12,低级,1,非常高,4,高,3,中,2,高,3,更好,3,优秀,3,否,0,1
1659,36,男,单身,0,本科,3,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,7,否,0,80,4,15,4,3,1,3,2,2013,77,311,10950,0.11,无,0,低,1,高,3,中,2,高,3,更好,3,优秀,3,否,0,1
1661,49,女,已婚,1,大专以下,1,生命科学,是,研发部,医疗代表,4,偶尔出差,0,6,是,1,80,3,30,15,11,2,12,2,13966,41,465,11652,0.19,低级,1,高,3,中,2,高,3,中,2,更好,3,优秀,3,否,0,1
1662,36,女,已婚,1,硕士,4,医学,是,研发部,制造总监,2,不出差,2,1,否,0,80,6,4,3,2,1,2,0,4374,33,894,15411,0.15,无,0,非常高,4,高,3,高,3,中,2,更好,3,优秀,3,否,0,1
1664,36,男,离异,2,大专,2,生命科学,是,研发部,医疗代表,2,偶尔出差,0,3,否,0,80,3,13,5,4,0,4,6,6842,79,1040,26308,0.2,低级,1,非常高,4,低,1,低,1,非常高,4,更好,3,杰出,4,否,0,1
1665,54,女,已婚,1,博士,5,医学,是,研发部,经理,4,偶尔出差,0,22,否,0,80,6,36,10,8,4,7,3,17426,91,584,18685,0.25,低级,1,中,2,高,3,高,3,高,3,更好,3,杰出,4,否,0,1
1666,43,男,已婚,1,大专,2,生命科学,是,研发部,研究总监,4,偶尔出差,0,15,否,0,80,3,14,14,10,6,11,1,17603,65,1291,3525,0.24,低级,1,高,3,低,1,高,3,中,2,更好,3,杰出,4,否,0,1
1667,35,男,单身,0,硕士,4,其他,是,销售部,销售主管,2,频繁出差,1,12,是,1,80,2,13,11,9,6,7,3,4581,36,880,10414,0.24,无,0,非常高,4,低,1,非常高,4,高,3,最好,4,杰出,4,是,1,1
1668,38,男,已婚,1,本科,3,生命科学,是,研发部,研究科学家,2,频繁出差,1,1,否,0,80,4,19,13,11,2,9,7,4735,90,1189,9867,0.15,中级,2,非常高,4,非常高,4,非常高,4,高,3,最好,4,优秀,3,否,0,1
1669,29,男,离异,2,本科,3,医学,是,销售部,销售主管,2,偶尔出差,0,5,是,1,80,3,10,10,0,0,9,1,4187,43,991,3356,0.13,低级,1,低,1,中,2,中,2,中,2,好,2,优秀,3,否,0,1
1670,33,男,离异,2,硕士,4,医学,是,销售部,销售主管,2,偶尔出差,0,2,否,0,80,5,6,6,2,0,4,1,5505,93,392,3921,0.14,中级,2,非常高,4,高,3,非常高,4,高,3,更好,3,优秀,3,否,0,1
1671,32,男,离异,2,本科,3,医学,是,研发部,研究科学家,2,偶尔出差,0,2,否,0,80,4,10,9,5,1,6,0,5470,45,977,25518,0.13,中级,2,非常高,4,高,3,中,2,高,3,好,2,优秀,3,否,0,1
1673,31,女,已婚,1,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,5,否,0,80,2,10,10,0,0,2,1,5476,67,1112,22589,0.11,中级,2,低,1,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
